"customerkey","datefirstpurchase","fullname","gender","maritalstatus","city","country","stateprovincename"
24044,"2022-07-21","Arturo W Kumar","M","S","London","United Kingdom","England"
24045,"2022-10-05","Shannon W Martin","M","M","Runcorn","United Kingdom","England"
24046,"2022-09-24","Cristina Chander","F","S","Hamburg","Germany","Hamburg"
24047,"2022-07-05","Clarence D Yuan","M","S","Kirkby","United Kingdom","England"
24048,"2022-07-20","Gregory Tang","M","M","Cambridge","United Kingdom","England"
24049,"2022-09-03","Byron Gomez","M","S","Neunkirchen","Germany","Saarland"
24050,"2022-07-21","Clarence Nath","M","S","Warrington","United Kingdom","England"
24051,"2022-07-11","Colleen Nath","F","M","Stoke-on-Trent","United Kingdom","England"
24052,"2022-09-14","Priscilla Goel","F","S","München","Germany","Hessen"
24053,"2022-07-27","Jose C Allen","M","M","Neunkirchen","Germany","Saarland"
24054,"2022-07-23","Gerald L Hernandez","M","S","London","United Kingdom","England"
24055,"2022-07-21","Louis Goel","M","S","Berkshire","United Kingdom","England"
24056,"2022-12-01","Tamara M Lin","F","S","Suresnes","France","Hauts de Seine"
24057,"2022-12-07","Ricky Alvarez","M","M","Orleans","France","Loiret"
24058,"2022-08-23","Alvin Lal","M","S","York","United Kingdom","England"
24059,"2022-09-03","Tabitha Navarro","F","S","Neunkirchen","Germany","Saarland"
24060,"2022-09-18","Bonnie A Deng","F","S","Frankfurt","Germany","Hessen"
24061,"2022-01-05","Kelvin Luo","M","M","Paris","France","Seine (Paris)"
24062,"2022-08-05","Crystal L Cai","F","M","Orly","France","Val de Marne"
24063,"2022-01-29","Micheal Suarez","M","S","Paris","France","Seine (Paris)"
24064,"2022-02-18","Stanley R Fernandez","M","M","London","United Kingdom","England"
24065,"2022-08-21","Lori Gutierrez","F","S","Maidenhead","United Kingdom","England"
24066,"2022-10-08","Brittney C West","F","M","Bottrop","Germany","Nordrhein-Westfalen"
24067,"2022-09-30","Carolyn V Raman","F","S","Frankfurt","Germany","Hessen"
24068,"2022-10-25","Edwin R Yang","M","M","Werne","Germany","Nordrhein-Westfalen"
24069,"2022-07-25","Jessie Chen","M","M","Maidenhead","United Kingdom","England"
24070,"2022-10-08","Cameron M Shan","M","S","Tremblay-en-France","France","Seine Saint Denis"
24071,"2022-05-21","Victor N Suarez","M","M","London","United Kingdom","England"
24072,"2022-05-30","Randy R He","M","M","Sulzbach Taunus","Germany","Saarland"
24073,"2022-09-17","Grace Taylor","F","M","Kirkby","United Kingdom","England"
24074,"2022-09-18","Grace J Alexander","F","S","Werne","Germany","Nordrhein-Westfalen"
24075,"2022-10-21","Peter Saddow","F","M","Boulogne-sur-Mer","France","Pas de Calais"
24076,"2022-10-08","Casey I Hernandez","M","M","Paris","France","Seine (Paris)"
24077,"2022-09-12","Tony H Rai","M","M","München","Germany","Nordrhein-Westfalen"
24078,"2022-04-08","Neil Martin","M","M","Saarbrücken","Germany","Saarland"
24079,"2022-05-21","Andre D Raman","M","M","Lancaster","United Kingdom","England"
24080,"2022-07-28","Billy P Serrano","M","M","Berlin","Germany","Nordrhein-Westfalen"
24081,"2022-09-07","Alexis B Hughes","F","M","Metz","France","Moselle"
24082,"2022-09-03","Regina A Rodriguez","F","M","Morangis","France","Essonne"
24083,"2022-02-15","Max J Moreno","M","M","Les Ulis","France","Essonne"
24084,"2022-03-08","Jonathon Jimenez","M","M","Saint Germain en Laye","France","Yveline"
24085,"2022-03-09","Autumn W Gao","F","M","Gateshead","United Kingdom","England"
24086,"2022-09-25","Dakota T Gonzales","M","M","Hamburg","Germany","Hamburg"
24087,"2022-11-26","Hannah C Wilson","F","S","Paderborn","Germany","Nordrhein-Westfalen"
24088,"2022-05-14","Damien He","M","M","Stuttgart","Germany","Saarland"
24089,"2022-05-30","Dustin Yuan","M","M","Colombes","France","Hauts de Seine"
24090,"2022-06-05","Cassandra Perez","F","S","Colombes","France","Hauts de Seine"
24091,"2022-11-25","Dwayne F Munoz","M","M","Münster","Germany","Saarland"
24092,"2022-11-01","Jillian Gonzalez","F","M","Werne","Germany","Nordrhein-Westfalen"
24093,"2022-02-02","Claudia F He","F","S","Runcorn","United Kingdom","England"
24094,"2022-01-29","Julio J Diaz","M","S","Cambridge","United Kingdom","England"
24095,"2022-06-25","Julie J Andersen","F","S","Versailles","France","Yveline"
24096,"2022-05-23","Diana Vazquez","F","M","Roissy en Brie","France","Seine et Marne"
24097,"2022-12-31","Francisco Fernandez","M","M","Berlin","Germany","Hamburg"
24098,"2022-10-14","Olivia E Howard","F","S","Darmstadt","Germany","Hessen"
24099,"2022-09-30","Sarah D Smith","F","M","Erlangen","Germany","Bayern"
24100,"2022-07-04","Jenny C He","F","M","London","United Kingdom","England"
24101,"2022-07-11","Kaitlyn H Anderson","F","M","Watford","United Kingdom","England"
24102,"2022-01-25","Andy R Torres","M","M","Mühlheim","Germany","Hamburg"
24103,"2022-02-17","Billy M Dominguez","M","M","München","Germany","Nordrhein-Westfalen"
24104,"2022-08-27","Robyn Ortega","F","M","Runcorn","United Kingdom","England"
24105,"2022-03-16","Carolyn Sanchez","F","M","Versailles","France","Yveline"
24106,"2022-09-07","Kelvin Shan","M","S","Villeneuve-d'Ascq","France","Nord"
24107,"2022-11-02","Jonathan Jenkins","M","M","Erlangen","Germany","Bayern"
24108,"2022-04-26","Tonya B Lal","F","S","Kiel","Germany","Saarland"
24109,"2022-04-13","Eddie A Suarez","M","S","Paris","France","Seine (Paris)"
24110,"2022-03-19","Kaylee S Brooks","F","S","Drancy","France","Seine Saint Denis"
24111,"2022-08-15","Cameron Long","M","S","Drancy","France","Seine Saint Denis"
24112,"2022-10-12","Mary Foster","F","M","Warrington","United Kingdom","England"
24113,"2022-03-15","Stephanie Green","F","S","Versailles","France","Yveline"
24114,"2022-07-31","Kristin C Yuan","F","M","Stoke-on-Trent","United Kingdom","England"
24115,"2022-10-08","Gary R Carlson","M","M","Liverpool","United Kingdom","England"
24116,"2022-06-13","Pedro Martinez","M","M","Paris","France","Seine (Paris)"
24117,"2022-09-21","Shannon Gill","M","M","Berlin","Germany","Nordrhein-Westfalen"
24118,"2023-01-25","Donna Chande","F","M","Paris La Defense","France","Hauts de Seine"
24119,"2022-09-12","Emmanuel A Kapoor","M","S","Roissy en Brie","France","Seine et Marne"
24120,"2022-03-25","Kaitlyn Allen","F","S","Kassel","Germany","Hessen"
24121,"2022-10-20","Valerie R Liu","F","S","Poing","Germany","Saarland"
24122,"2022-09-26","Michele G Blanco","F","S","Saint Ouen","France","Somme"
24123,"2022-07-07","Heather Hu","F","S","Drancy","France","Seine Saint Denis"
24124,"2022-12-29","Erik A Vazquez","M","S","Pantin","France","Seine Saint Denis"
24125,"2022-10-19","Tiffany Xu","F","S","Paris","France","Seine (Paris)"
24126,"2022-08-18","Pedro Mehta","M","S","Verrieres Le Buisson","France","Essonne"
24127,"2022-10-15","James R Washington","M","S","Saarlouis","Germany","Saarland"
24128,"2022-07-24","Kimberly P Ramirez","F","S","Solingen","Germany","Nordrhein-Westfalen"
24129,"2022-07-29","Jamie A Gutierrez","M","S","Frankfurt","Germany","Hessen"
24130,"2022-06-09","Tanya C Navarro","F","M","Paderborn","Germany","Hamburg"
24131,"2023-01-25","Felicia S Rubio","F","M","Orly","France","Val de Marne"
24132,"2022-10-15","Devon L Tang","M","S","Woolston","United Kingdom","England"
24133,"2022-05-12","Carla Patel","F","S","Paris","France","Seine (Paris)"
24134,"2022-12-17","Edgar Kapoor","M","S","Paris","France","Seine (Paris)"
24135,"2022-03-28","Martin D Martinez","M","S","Paris La Defense","France","Hauts de Seine"
24136,"2022-04-02","Alisha E Hu","F","S","Roncq","France","Nord"
24137,"2022-05-30","Tara Sharma","F","S","Poing","Germany","Saarland"
24138,"2022-10-22","Kristy Gutierrez","F","M","Stoke-on-Trent","United Kingdom","England"
24139,"2022-11-09","Andrew W Williams","M","M","Frankfurt","Germany","Hessen"
24140,"2022-04-28","Alvin Lin","M","S","Paris","France","Seine (Paris)"
24141,"2022-02-09","Misty E Nath","F","S","Paris","France","Seine (Paris)"
24142,"2022-10-17","Christian C Davis","M","M","Versailles","France","Yveline"
24143,"2022-12-25","Stanley A Mehta","M","M","Darmstadt","Germany","Hessen"
24144,"2022-10-14","Gerald Sanchez","M","M","London","United Kingdom","England"
24145,"2023-01-02","Cheryl J Serrano","F","S","Wokingham","United Kingdom","England"
24146,"2022-04-27","Craig Suarez","M","S","Orleans","France","Loiret"
24147,"2022-12-19","Kathleen Hernandez","F","M","Stuttgart","Germany","Saarland"
24148,"2022-04-03","Brittney K Zhou","F","S","Bonn","Germany","Hamburg"
24149,"2022-09-14","Richard Simmons","M","M","Saint-Denis","France","Seine Saint Denis"
24150,"2022-10-21","Jack Campbell","M","M","Bottrop","Germany","Nordrhein-Westfalen"
24151,"2022-08-30","Jon Shan","M","S","York","United Kingdom","England"
24152,"2022-11-23","Casey A Rubio","M","S","Bury","United Kingdom","England"
24153,"2022-04-14","Seth J Jenkins","M","S","Versailles","France","Yveline"
24154,"2022-03-31","Orlando Ramos","M","S","York","United Kingdom","England"
24155,"2022-10-23","Tracy Raje","F","M","Paderborn","Germany","Hamburg"
24156,"2022-09-26","Wesley Zhou","M","M","Sulzbach Taunus","Germany","Saarland"
24157,"2022-05-24","Marie L Subram","F","M","Cergy","France","Val d'Oise"
24158,"2022-05-16","Omar Deng","M","S","Lille","France","Nord"
24159,"2021-09-25","Christine J Luo","F","M","Brisbane","Australia","Queensland"
24160,"2021-09-26","Carl P Yuan","M","S","Matraville","Australia","New South Wales"
24161,"2021-10-22","Luke Kumar","M","M","Goulburn","Australia","New South Wales"
24162,"2021-10-12","Grant S Raje","M","M","Malabar","Australia","New South Wales"
24163,"2021-10-03","Micah M Guo","M","S","Cranbourne","Australia","Victoria"
24164,"2021-10-16","Teresa D Gomez","F","S","Cloverdale","Australia","South Australia"
24165,"2021-10-24","Gilbert Gao","M","S","Wollongong","Australia","New South Wales"
24166,"2021-10-14","Renee Alonso","F","S","Port Macquarie","Australia","New South Wales"
24167,"2021-10-04","Lacey Zhu","F","S","Melton","Australia","Victoria"
24168,"2021-10-26","Manuel Srini","M","M","Sunbury","Australia","Victoria"
24169,"2021-10-15","Lydia Martinez","F","S","Findon","Australia","South Australia"
24170,"2021-10-08","Jaime Hernandez","F","S","Findon","Australia","South Australia"
24171,"2021-10-09","Jarrod Chandra","M","S","Findon","Australia","South Australia"
24172,"2021-10-14","Jessie A Hernandez","F","M","Melton","Australia","Victoria"
24173,"2021-10-05","Lacey Wang","F","S","Rockhampton","Australia","Queensland"
24174,"2021-10-16","Keith A Chander","M","M","Warrnambool","Australia","Victoria"
24175,"2021-10-14","Lacey Luo","F","S","Rockhampton","Australia","Queensland"
24176,"2021-10-21","Marie C Jimenez","F","M","East Brisbane","Australia","Queensland"
24177,"2021-09-29","Gina F Gill","F","S","Goulburn","Australia","New South Wales"
24178,"2021-10-26","Clifford M Sara","M","S","Hobart","Australia","Tasmania"
24179,"2021-10-22","Robyn R Blanco","F","M","Lavender Bay","Australia","New South Wales"
24180,"2022-09-17","Arturo T Jai","M","S","Berlin","Germany","Hamburg"
24181,"2022-03-07","Edwin Nath","M","M","Bonn","Germany","Nordrhein-Westfalen"
24182,"2022-10-01","Nancy L Lopez","F","M","Saarlouis","Germany","Saarland"
24183,"2022-05-29","Ruth Perez","F","S","Suresnes","France","Hauts de Seine"
24184,"2022-08-08","Alexandra A Jackson","F","S","Oxford","United Kingdom","England"
24185,"2023-01-05","Tara She","F","S","Saint-Denis","France","Seine Saint Denis"
24186,"2022-08-05","Theodore Alonso","M","S","Oxford","United Kingdom","England"
24187,"2022-08-13","Daisy P Serrano","F","S","Stoke-on-Trent","United Kingdom","England"
24188,"2022-07-11","Charles Turner","M","S","Cheltenham","United Kingdom","England"
24189,"2022-08-29","Andre D Suri","M","M","Oxford","United Kingdom","England"
24190,"2022-06-17","Austin V Chen","M","S","Bobigny","France","Seine Saint Denis"
24191,"2022-10-10","Marshall R He","M","M","Kiel","Germany","Saarland"
24192,"2022-09-15","Regina A Prasad","F","S","Esher-Molesey","United Kingdom","England"
24193,"2022-09-20","Louis J Becker","M","M","London","United Kingdom","England"
24194,"2022-06-25","Armando Martin","M","M","Roissy en Brie","France","Seine et Marne"
24195,"2022-05-14","Dawn Zhao","F","M","Orleans","France","Loiret"
24196,"2022-07-18","Armando J Gill","M","M","Colomiers","France","Garonne (Haute)"
24197,"2022-09-26","Whitney T Mehta","F","S","Warrington","United Kingdom","England"
24198,"2022-06-12","Chelsea O Madan","F","M","Saint-Denis","France","Seine Saint Denis"
24199,"2022-10-21","Veronica J Prasad","F","M","Milton Keynes","United Kingdom","England"
24200,"2022-10-28","Grant Jai","M","S","West Sussex","United Kingdom","England"
24201,"2022-07-12","Olivia A Gonzales","F","M","Chatou","France","Yveline"
24202,"2022-08-29","Tamara L Black","F","S","Warrington","United Kingdom","England"
24203,"2022-08-14","Keith W Xie","M","S","Paris","France","Seine (Paris)"
24204,"2022-10-23","Darren Gonzalez","M","S","München","Germany","Hamburg"
24205,"2022-10-02","Katherine Anderson","F","S","Erlangen","Germany","Bayern"
24206,"2022-02-17","Marie Munoz","F","M","Kiel","Germany","Saarland"
24207,"2022-12-15","Stacey Guo","F","M","Warrington","United Kingdom","England"
24208,"2022-08-28","Sabrina S Diaz","F","S","Paris","France","Seine (Paris)"
24209,"2022-08-04","Chelsea Jordan","F","M","Saint Ouen","France","Charente-Maritime"
24210,"2022-03-25","Ricardo Shan","M","S","Kiel","Germany","Saarland"
24211,"2022-10-15","Sharon A Shan","F","S","Peterborough","United Kingdom","England"
24212,"2022-09-07","Tony Raje","M","S","W. York","United Kingdom","England"
24213,"2022-09-19","Martin Rana","M","S","Reading","United Kingdom","England"
24214,"2022-10-09","Michele K Romero","F","S","Paderborn","Germany","Nordrhein-Westfalen"
24215,"2022-12-15","Lisa Xu","F","M","München","Germany","Hamburg"
24216,"2022-12-07","Tara Black","F","S","Reading","United Kingdom","England"
24217,"2022-09-06","Lauren Morgan","F","S","Cheltenham","United Kingdom","England"
24218,"2022-05-05","Bryant Lopez","M","S","Newcastle upon Tyne","United Kingdom","England"
24219,"2022-08-01","Tina J Lopez","F","M","Orleans","France","Loiret"
24220,"2022-09-23","Hunter Edwards","M","M","Port Hammond","Canada","British Columbia"
24221,"2022-12-05","Heidi Perez","F","S","Burbank","United States","California"
24222,"2022-10-03","Sierra L Green","F","S","Lebanon","United States","Oregon"
24223,"2022-04-06","Abigail Alexander","F","S","Milwaukie","United States","Oregon"
24224,"2022-12-13","Nicole L Perry","F","S","Seattle","United States","Washington"
24225,"2022-08-04","Jeffery Yang","M","S","Berkeley","United States","California"
24226,"2022-08-12","Brian L Morris","M","S","Downey","United States","California"
24227,"2022-07-27","Sara A Phillips","F","S","El Cajon","United States","California"
24228,"2022-11-11","Terry Xu","M","S","Port Macquarie","Australia","New South Wales"
24229,"2022-05-23","Pedro H Kapoor","M","M","Seaford","Australia","Victoria"
24230,"2022-08-19","Andres C Sharma","M","M","Springwood","Australia","New South Wales"
24231,"2022-12-25","Makayla Cox","F","S","San Gabriel","United States","California"
24232,"2022-12-18","Ryan Johnson","M","S","West Covina","United States","California"
24233,"2022-11-30","Jada L Parker","F","S","West Covina","United States","California"
24234,"2022-12-11","Eduardo W Martinez","M","S","West Covina","United States","California"
24235,"2020-11-09","Jill Martinez","F","S","Langford","Canada","British Columbia"
24236,"2022-05-04","Isabella Nelson","F","S","Edmonds","United States","Washington"
24237,"2022-12-15","Chloe Henderson","F","S","Kirkland","United States","Washington"
24238,"2022-12-19","Sean T Richardson","M","M","Berkeley","United States","California"
24239,"2022-12-02","Miguel L Hernandez","M","M","Imperial Beach","United States","California"
24240,"2022-12-19","Edwin Hu","M","M","Newcastle","Australia","New South Wales"
24241,"2021-10-04","Colin D Zhao","M","S","North Ryde","Australia","New South Wales"
24242,"2021-10-14","Amy Zeng","F","M","Hervey Bay","Australia","Queensland"
24243,"2022-06-15","Karen Lin","F","M","Seaford","Australia","Victoria"
24244,"2021-10-15","Anne Serrano","F","M","Perth","Australia","South Australia"
24245,"2022-12-18","Omar Liang","M","M","Caloundra","Australia","Queensland"
24246,"2022-05-09","Victor D Ramos","M","M","Darlinghurst","Australia","New South Wales"
24247,"2021-10-24","George Sara","M","M","Findon","Australia","South Australia"
24248,"2021-10-05","Jake Lin","M","S","Melton","Australia","Victoria"
24249,"2021-10-04","Jesse D Howard","M","S","Port Macquarie","Australia","New South Wales"
24250,"2021-10-20","Carmen E Suri","F","M","Rhodes","Australia","New South Wales"
24251,"2021-10-15","Jay M Browning","M","S","St. Leonards","Australia","New South Wales"
24252,"2021-10-15","Jaclyn Xu","F","M","Wollongong","Australia","New South Wales"
24253,"2022-10-09","Fernando K Wood","M","M","Hervey Bay","Australia","Queensland"
24254,"2022-12-26","Emily Washington","F","S","San Diego","United States","California"
24255,"2022-12-30","Chloe J Lee","F","S","Cliffside","Canada","British Columbia"
24256,"2022-03-25","Kayla Barnes","F","S","N. Vancouver","Canada","British Columbia"
24257,"2021-10-25","Alan Shen","M","M","Sydney","Australia","New South Wales"
24258,"2022-11-27","Hailey Edwards","F","S","Vancouver","Canada","British Columbia"
24259,"2023-01-08","Gavin J Price","M","S","Bremerton","United States","Washington"
24260,"2022-12-07","Blake D Perry","M","S","Sedro Woolley","United States","Washington"
24261,"2022-07-12","Emma E Jones","F","S","Concord","United States","California"
24262,"2022-06-24","Daniel Thomas","M","M","La Jolla","United States","California"
24263,"2022-07-12","Brooke P Brooks","F","M","La Jolla","United States","California"
24264,"2022-10-13","Richard A Long","M","S","Newport Beach","United States","California"
24265,"2022-07-21","Seth McDonald","M","M","Novato","United States","California"
24266,"2021-10-01","Melvin L Chander","M","M","Milsons Point","Australia","New South Wales"
24267,"2022-06-24","Jésus M Hernandez","M","M","Townsville","Australia","Queensland"
24268,"2022-05-27","Meredith E Gill","F","M","Lane Cove","Australia","New South Wales"
24269,"2022-09-13","Todd D Lu","M","M","Geelong","Australia","Victoria"
24270,"2021-10-11","Latasha Ortega","F","M","Coffs Harbour","Australia","New South Wales"
24271,"2021-10-14","Leonard J Shen","M","M","Caloundra","Australia","Queensland"
24272,"2021-10-10","Martha D Wang","F","M","Silverwater","Australia","New South Wales"
24273,"2021-10-10","Monique R Sanz","F","M","Sydney","Australia","New South Wales"
24274,"2021-10-30","Shaun Shan","M","M","Townsville","Australia","Queensland"
24275,"2022-02-26","Lucas L Rivera","M","M","Palo Alto","United States","California"
24276,"2022-03-08","Kaitlyn J Nelson","F","S","Sydney","Australia","New South Wales"
24277,"2022-02-23","Donald M Kovár","M","S","Goulburn","Australia","New South Wales"
24278,"2022-06-01","Cedric M Xu","M","M","East Brisbane","Australia","Queensland"
24279,"2023-01-12","Angel Nelson","M","S","Rockhampton","Australia","Queensland"
24280,"2022-07-17","Peter Shan","M","S","Silverwater","Australia","New South Wales"
24281,"2021-11-25","Marie Suri","F","S","Milsons Point","Australia","New South Wales"
24282,"2021-11-23","Damien K Raji","M","M","Malabar","Australia","New South Wales"
24283,"2021-11-26","Aimee H Zheng","F","S","Townsville","Australia","Queensland"
24284,"2020-10-30","Melissa R Sanders","F","S","Victoria","Canada","British Columbia"
24285,"2022-07-05","Jesse Cox","M","S","Burien","United States","Washington"
24286,"2022-12-18","Kelvin Goel","M","S","Chula Vista","United States","California"
24287,"2022-12-15","John J Martinez","M","M","Chula Vista","United States","California"
24288,"2022-10-06","Pedro Gomez","M","M","Concord","United States","California"
24289,"2022-04-04","Robert Gonzalez","M","S","Grossmont","United States","California"
24290,"2022-07-23","Zoe L Bell","F","M","Bellingham","United States","Washington"
24291,"2022-12-09","Eduardo D Garcia","M","S","Bellingham","United States","Washington"
24292,"2022-02-13","Mackenzie Brooks","F","M","Glendale","United States","California"
24293,"2022-01-28","Anna Rivera","F","M","Lincoln Acres","United States","California"
24294,"2022-09-12","Luis Yang","M","S","Portland","United States","Oregon"
24295,"2022-12-09","Natalie Barnes","F","S","Palo Alto","United States","California"
24296,"2022-12-01","Amanda A Gonzalez","F","S","Fremont","United States","California"
24297,"2022-02-16","Victoria C Cox","F","M","Imperial Beach","United States","California"
24298,"2022-03-12","Robert Yang","M","M","Palo Alto","United States","California"
24299,"2022-03-14","Andrea K Gray","F","S","Downey","United States","California"
24300,"2021-11-20","Naomi E Gomez","F","S","Melbourne","Australia","Victoria"
24301,"2021-10-30","Tasha L Rai","F","S","Hobart","Australia","Tasmania"
24302,"2021-11-03","Cesar J Kapoor","M","M","Sydney","Australia","New South Wales"
24303,"2021-11-26","Megan A Diaz","F","S","Wollongong","Australia","New South Wales"
24304,"2021-11-24","Beth Serrano","F","S","Milsons Point","Australia","New South Wales"
24305,"2021-11-21","Warren L Chow","M","S","Perth","Australia","South Australia"
24306,"2023-01-26","Molly W Chandra","F","M","Springwood","Australia","New South Wales"
24307,"2021-11-26","Tina Sara","F","S","Milsons Point","Australia","New South Wales"
24308,"2022-12-26","Destiny Sanders","F","S","Woodburn","United States","Oregon"
24309,"2020-11-20","Ethan Williams","M","M","Shawnee","Canada","British Columbia"
24310,"2020-11-02","Gabrielle D Peterson","F","S","Shawnee","Canada","British Columbia"
24311,"2022-12-15","Geoffrey M Patel","M","S","Burien","United States","Washington"
24312,"2022-07-26","Austin T Martin","M","S","Everett","United States","Washington"
24313,"2022-05-18","Taylor L Brooks","F","M","Lake Oswego","United States","Oregon"
24314,"2022-03-17","Bryan Howard","M","M","Daly City","United States","California"
24315,"2022-05-16","Edward J Scott","M","M","El Cajon","United States","California"
24316,"2022-11-01","Rachel J Diaz","F","S","Grossmont","United States","California"
24317,"2022-02-20","Devin Thomas","M","S","Newport Beach","United States","California"
24318,"2022-04-25","Luis F Long","M","M","San Diego","United States","California"
24319,"2022-11-12","Benjamin Clark","M","M","Lynnwood","United States","Washington"
24320,"2022-08-10","Joshua J White","M","S","Beaverton","United States","Oregon"
24321,"2022-12-06","Gabriel Scott","M","S","Renton","United States","Washington"
24322,"2022-09-02","Alexandra Evans","F","M","Royal Oak","Canada","British Columbia"
24323,"2022-12-05","Janet E Wright","F","S","Lincoln Acres","United States","California"
24324,"2022-12-20","Jennifer B Reed","F","S","Downey","United States","California"
24325,"2022-12-08","Jason M Perry","M","M","West Covina","United States","California"
24326,"2022-12-17","Adam Bryant","M","M","Woodburn","United States","Oregon"
24327,"2022-12-25","Evan Rogers","M","M","Yakima","United States","Washington"
24328,"2022-12-17","Melissa L Simmons","F","S","National City","United States","California"
24329,"2022-12-20","Abigail D Cooper","F","S","Portland","United States","Oregon"
24330,"2022-12-04","Jessica S Bennett","F","S","Chula Vista","United States","California"
24331,"2022-12-01","Carson Powell","M","S","Imperial Beach","United States","California"
24332,"2020-11-13","Abigail Thompson","F","M","Metchosin","Canada","British Columbia"
24333,"2022-12-02","Ann D Prasad","F","S","Burien","United States","Washington"
24334,"2022-12-12","Alexa James","F","M","Novato","United States","California"
24335,"2022-12-04","Richard Wright","M","S","Lynnwood","United States","Washington"
24336,"2022-12-18","Gabrielle Wright","F","S","Milwaukie","United States","Oregon"
24337,"2022-12-16","Noah Alexander","M","M","Edmonds","United States","Washington"
24338,"2022-12-23","Shannon D Zeng","F","S","Burbank","United States","California"
24339,"2021-12-28","Jennifer J Price","F","S","Newport Beach","United States","California"
24340,"2022-02-24","Chloe K Clark","F","S","Palo Alto","United States","California"
24341,"2022-02-24","Wyatt M Jones","M","M","Coronado","United States","California"
24342,"2020-11-06","Evan W Campbell","M","M","Sooke","Canada","British Columbia"
24343,"2022-03-08","Tyler L Harris","M","M","Fremont","United States","California"
24344,"2020-11-13","Wayne S Chander","M","S","Cliffside","Canada","British Columbia"
24345,"2022-03-14","Riley S Cox","F","S","W. Linn","United States","Oregon"
24346,"2022-04-23","Giorgio Veronesi","F","M","Burlingame","United States","California"
24347,"2022-04-06","Tina M Madan","F","S","Concord","United States","California"
24348,"2022-04-14","Ruben K Gomez","M","S","Concord","United States","California"
24349,"2022-04-03","Jill Patterson","F","S","San Diego","United States","California"
24350,"2022-05-03","Eduardo Simmons","M","S","Fremont","United States","California"
24351,"2022-04-06","Brandon Yang","M","M","Daly City","United States","California"
24352,"2022-05-19","Natalie Cox","F","M","Lynnwood","United States","Washington"
24353,"2022-05-05","Andrea Ramirez","F","M","San Carlos","United States","California"
24354,"2022-04-30","Bailey Cook","F","M","Santa Cruz","United States","California"
24355,"2022-05-15","Jennifer F Johnson","F","M","Burlingame","United States","California"
24356,"2022-12-22","Wesley J Zhang","M","S","Burbank","United States","California"
24357,"2022-05-13","Eric N Baker","M","M","Beverly Hills","United States","California"
24358,"2022-05-24","Kevin D Green","M","M","San Gabriel","United States","California"
24359,"2022-05-05","Zachary Shan","M","S","West Covina","United States","California"
24360,"2021-11-04","Carolyn C Diaz","F","S","Rhodes","Australia","New South Wales"
24361,"2021-11-13","Francisco Rodriguez","M","M","Brisbane","Australia","Queensland"
24362,"2021-11-11","Marc H Vazquez","M","S","Melton","Australia","Victoria"
24363,"2023-01-22","Amanda Coleman","F","M","Goulburn","Australia","New South Wales"
24364,"2021-11-08","Henry M Prasad","M","M","Cloverdale","Australia","South Australia"
24365,"2021-11-14","Mallory Navarro","F","S","Rockhampton","Australia","Queensland"
24366,"2021-11-24","Melvin Luo","M","S","North Ryde","Australia","New South Wales"
24367,"2021-11-25","Ross Sara","M","S","Seaford","Australia","Victoria"
24368,"2021-11-03","Ebony Prasad","F","S","Seaford","Australia","Victoria"
24369,"2022-10-28","Chelsea Lopez","F","M","Lane Cove","Australia","New South Wales"
24370,"2022-08-22","Nathan West","M","M","Cranbourne","Australia","Victoria"
24371,"2021-11-05","Leslie E Navarro","F","M","Seaford","Australia","Victoria"
24372,"2021-11-20","Teresa L Jimenez","F","S","Bendigo","Australia","Victoria"
24373,"2022-07-30","Steven Reed","M","M","Melbourne","Australia","Victoria"
24374,"2023-01-27","Eugene A Ma","M","S","Silverwater","Australia","New South Wales"
24375,"2022-04-08","Pamela I Schmidt","F","M","North Ryde","Australia","New South Wales"
24376,"2022-12-07","Tommy Black","M","M","Brisbane","Australia","Queensland"
24377,"2021-11-16","Richard W Wood","M","S","Melbourne","Australia","Victoria"
24378,"2021-11-27","Brandi Jiménez","F","S","Port Macquarie","Australia","New South Wales"
24379,"2022-04-24","Noah A Jenkins","M","S","Brisbane","Australia","Queensland"
24380,"2022-08-07","Maurice Yuan","M","M","Sunbury","Australia","Victoria"
24381,"2021-11-18","Danny Serrano","M","S","Silverwater","Australia","New South Wales"
24382,"2022-07-26","Patrick W Sanchez","M","M","Cranbourne","Australia","Victoria"
24383,"2022-08-14","Ronald Prasad","M","M","Lieusaint","France","Seine et Marne"
24384,"2022-09-27","Kenneth G Pal","M","M","Roubaix","France","Nord"
24385,"2022-12-22","Summer Perez","F","M","Concord","United States","California"
24386,"2020-12-17","Isabella Walker","F","S","Westminster","Canada","British Columbia"
24387,"2022-12-25","Elijah A Mitchell","M","M","Bellflower","United States","California"
24388,"2022-12-07","Maria Campbell","F","M","Lynnwood","United States","Washington"
24389,"2022-02-14","Xavier Carter","M","S","Salem","United States","Oregon"
24390,"2022-06-21","Carolyn Prasad","F","M","Bellingham","United States","Washington"
24391,"2022-05-30","Marissa S Washington","F","M","Spring Valley","United States","California"
24392,"2020-12-17","Molly Prasad","F","S","Cliffside","Canada","British Columbia"
24393,"2022-02-07","Joseph L Johnson","M","S","Everett","United States","Washington"
24394,"2022-07-01","Drew Raji","M","M","Camarillo","United States","California"
24395,"2022-03-31","Alison Raji","F","M","Concord","United States","California"
24396,"2022-04-26","Robyn J Navarro","F","M","Concord","United States","California"
24397,"2022-03-02","Henry S Raman","M","S","Coronado","United States","California"
